col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,SOM_id
0,1,2,0,0,0,0,0,0,1,0,14,9,7,5,1,18,37,14,12,12,35,16,4,5,5,3,3,1,8,2,3,0,6,3,0,5,1,2,5,2,2,2,1,2,3,2,0,0,1,0,2,6,1,1,5,4,3,0,3,0,2,2,0,1,3,5,5,3,4,2,0,0,1,0,1,1,2,2,0,1,1,0,1,0,2,0,4,0,0,0,1,1,5,0,1,0,1,0,0,2,2,0,1,0,0,2,1,3,2,3,2,0,1,1,0,2,1,1,3,1,3,2,0,1,1,0,0,0,1,1,2,1,1,0,3,0,1,2,5,5,0,1,1,0,3,6
1,3,3,3,0,0,0,0,2,1,1,3,17,5,7,9,3,2,1,0,4,6,4,0,1,2,1,0,0,1,2,0,0,1,2,1,1,2,3,2,2,1,3,6,3,8,9,1,6,3,5,0,3,5,7,4,7,7,2,0,3,7,0,1,5,5,5,5,1,4,2,2,1,4,2,0,0,4,8,1,2,1,0,2,4,2,0,4,1,0,1,5,2,3,7,0,1,2,3,1,4,1,0,1,0,0,0,5,1,1,3,1,0,4,3,0,2,1,0,0,1,0,3,1,2,2,1,0,0,0,0,3,0,1,3,5,0,2,1,1,0,0,2,3,0,0,6
0,1,1,2,3,0,0,0,0,2,1,0,3,1,3,1,3,4,3,3,5,8,4,4,9,2,1,0,1,2,4,1,1,1,3,1,0,3,3,1,1,3,1,1,1,1,2,1,4,4,4,2,1,7,1,2,2,4,2,0,2,1,4,1,8,2,1,3,6,4,0,0,0,1,1,0,0,1,1,0,2,1,0,0,2,5,2,0,1,0,3,3,3,6,3,1,6,4,2,3,5,3,6,1,3,7,0,2,0,4,2,6,1,2,2,4,7,5,4,5,1,2,3,1,2,1,2,0,1,4,3,5,1,3,2,2,0,2,5,4,0,6,1,4,3,3,6
0,0,1,0,6,1,0,0,0,2,4,4,2,1,2,0,3,2,2,3,2,1,1,3,10,21,1,0,3,3,1,1,2,3,0,1,1,2,1,3,2,4,1,3,0,2,0,2,0,4,4,2,2,5,2,2,3,3,0,3,0,2,6,1,3,2,2,3,3,1,0,3,1,0,0,1,1,0,1,0,2,2,0,2,1,4,1,0,4,1,0,5,5,3,1,1,1,2,2,3,4,2,3,1,4,5,0,1,1,2,3,4,1,5,0,1,3,2,4,3,1,1,1,1,0,1,2,1,3,1,1,6,2,5,0,0,1,2,0,4,3,3,2,5,4,0,6
0,0,3,3,0,0,7,3,0,0,3,5,3,2,4,6,7,6,6,2,2,2,3,3,4,0,3,7,4,5,6,1,4,4,2,6,2,4,1,3,3,4,2,2,4,2,4,7,6,6,5,3,9,2,4,2,1,7,1,1,2,1,2,3,3,2,4,4,1,1,0,0,1,6,4,2,1,2,5,4,4,0,1,5,3,3,0,1,3,0,2,1,2,2,3,2,2,4,3,0,3,5,3,3,4,2,2,9,2,3,3,4,5,2,1,4,1,1,7,2,2,0,3,0,0,3,1,0,1,2,1,1,3,2,0,1,1,1,2,2,1,0,2,2,1,1,6
0,0,1,3,2,5,4,0,0,2,0,3,1,1,7,1,4,4,8,5,6,3,3,0,0,3,1,4,4,0,6,0,3,5,0,2,2,6,5,2,2,3,2,3,3,4,2,7,9,9,4,5,1,7,3,2,4,4,4,2,1,1,4,3,1,0,1,2,2,2,0,2,0,3,2,5,6,4,5,5,1,4,1,5,8,3,1,2,1,1,3,5,4,2,3,3,1,8,9,6,5,2,1,5,3,3,1,3,2,2,8,6,4,6,2,3,2,8,5,8,1,4,3,6,4,0,2,1,8,2,5,2,4,4,2,0,2,3,1,0,3,2,4,4,1,1,6
0,1,5,3,4,2,5,3,0,0,1,3,2,0,2,0,7,6,1,5,16,9,7,5,7,3,3,2,3,0,8,3,1,2,1,0,4,6,3,1,2,4,2,1,0,1,3,4,2,7,5,3,4,1,0,2,1,0,0,1,1,0,6,8,9,9,5,3,3,2,1,3,0,1,1,1,1,0,0,0,1,1,3,3,1,0,0,0,1,1,1,5,2,2,2,1,2,2,2,2,1,2,3,0,2,3,2,1,1,1,0,0,0,0,0,1,2,0,6,3,3,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,6
0,0,0,1,2,1,2,0,1,0,0,1,4,5,7,0,0,1,2,0,2,0,1,2,3,0,0,1,0,0,4,1,0,2,2,1,4,6,2,1,0,2,1,0,2,1,2,4,2,1,2,5,1,3,1,0,0,0,0,0,0,0,2,4,13,15,3,2,3,3,0,1,0,1,1,1,0,0,3,0,0,2,0,2,0,0,0,3,1,1,2,3,11,4,7,6,3,3,6,2,6,6,5,6,6,9,6,4,3,10,1,6,6,3,3,5,5,4,7,9,5,4,6,3,4,7,3,3,5,5,6,7,2,4,2,4,4,2,4,3,4,6,2,3,0,0,6
0,0,2,3,0,1,0,3,2,0,3,3,1,1,5,0,6,5,5,2,2,1,4,4,3,2,3,7,4,3,4,1,2,0,1,4,2,3,3,1,5,3,2,3,3,2,3,4,3,5,6,1,5,3,5,2,5,6,2,1,3,0,2,0,2,0,5,1,3,1,3,1,2,1,4,1,0,1,2,4,2,0,2,6,2,6,1,4,2,0,0,3,3,3,4,1,1,2,2,3,1,4,2,2,9,7,0,3,2,1,1,3,4,3,0,2,3,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,0,0,0,0,2,0,2,1,0,2,6
1,0,5,3,1,4,2,3,2,0,1,4,5,2,5,5,7,6,1,4,4,0,3,5,8,2,4,2,2,3,5,6,5,0,2,2,3,1,6,1,2,5,1,3,6,3,4,4,2,8,10,6,7,3,3,8,6,11,2,2,5,0,1,2,5,0,8,3,3,0,2,2,5,2,4,2,2,2,3,5,5,1,4,1,4,1,2,3,3,0,0,5,3,2,4,3,3,6,5,2,2,1,4,2,6,3,0,5,0,1,1,2,4,6,2,0,2,1,6,4,3,2,5,0,1,1,2,0,0,3,2,3,2,1,1,1,0,0,2,1,0,1,1,1,1,0,6
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,1,3,1,2,3,0,3,1,2,0,0,0,3,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,0,0,1,0,2,1,0,2,0,0,0,2,0,2,0,1,6,4,7,4,2,1,6,1,3,5,5,5,3,6,5,4,3,9,1,6,5,5,3,5,6,10,9,10,6,5,8,7,4,8,3,1,5,3,6,6,2,4,3,4,4,1,4,3,5,7,2,4,1,0,6
0,0,2,3,1,1,3,0,5,0,1,3,3,1,2,3,4,3,4,4,6,4,1,3,1,8,5,6,5,0,10,2,4,2,0,2,4,5,3,0,3,2,3,2,0,3,3,1,4,3,2,6,4,4,1,0,0,4,0,2,3,0,7,9,11,10,3,4,1,3,2,0,0,1,0,1,0,0,2,5,2,2,3,1,4,2,2,1,2,0,3,4,1,2,6,1,4,4,2,1,2,0,3,3,4,3,2,1,1,0,0,0,3,0,0,0,3,5,13,5,1,1,1,0,1,1,2,0,3,0,2,1,2,1,3,1,2,1,1,0,3,4,1,1,0,1,6
0,0,0,2,1,0,0,0,16,29,6,10,5,1,1,2,2,6,0,0,5,4,6,0,0,0,1,2,0,0,1,0,0,0,1,0,2,0,1,2,1,1,0,4,0,1,2,0,0,1,1,2,1,0,0,3,1,0,0,0,3,11,26,13,10,6,6,2,5,4,0,2,2,8,2,1,0,1,3,2,0,2,0,0,1,3,1,2,0,0,3,3,1,5,3,1,1,0,0,1,1,1,4,11,14,2,1,2,1,2,1,0,1,1,4,2,2,2,0,0,1,6,0,0,0,4,0,1,2,1,1,1,3,0,0,0,1,0,0,6,0,0,0,0,0,2,6
0,0,0,0,0,6,4,1,0,3,0,3,17,8,9,7,1,8,3,4,7,6,2,2,0,6,2,1,1,3,3,1,2,1,1,3,1,1,4,10,3,1,4,3,1,6,9,2,6,5,7,0,2,2,5,4,8,8,3,0,4,7,3,1,3,3,4,4,3,5,3,2,1,2,0,0,0,1,2,1,2,3,1,2,5,1,2,0,0,1,4,6,2,6,4,1,1,0,0,4,3,4,2,2,3,0,2,2,0,3,3,3,1,1,1,1,5,1,3,3,1,1,0,1,1,3,1,0,2,3,2,2,0,2,0,1,1,2,1,2,0,0,0,2,0,0,6
0,3,2,2,0,3,0,1,2,4,5,5,10,7,9,11,16,5,4,1,4,0,5,4,2,3,3,1,2,1,1,4,5,9,17,1,2,4,3,1,2,7,4,3,7,6,6,4,3,0,1,4,3,2,2,4,3,0,2,5,6,1,6,5,5,3,5,3,1,4,3,3,0,1,1,0,6,1,6,5,7,2,3,16,3,1,2,1,4,8,1,1,3,0,3,7,11,4,2,5,1,3,0,0,4,1,0,2,1,3,0,1,1,1,0,0,2,0,1,1,4,0,2,4,2,1,0,2,1,3,1,1,3,2,3,2,0,4,3,1,2,1,2,0,1,0,6
2,11,9,10,14,7,7,5,8,6,11,19,39,39,47,28,25,28,9,9,5,7,5,15,14,14,36,11,11,13,20,22,12,5,10,18,13,18,13,9,15,9,15,22,12,22,20,24,23,24,17,24,14,20,24,31,24,19,5,6,9,15,12,16,15,18,11,13,17,20,5,13,5,6,2,3,1,7,6,13,9,4,1,4,3,5,4,6,5,9,10,19,15,9,14,9,10,3,4,9,11,10,11,14,5,7,5,9,5,12,12,13,13,9,4,9,8,7,23,18,9,9,13,7,7,14,5,2,7,9,6,15,10,7,9,9,5,4,13,10,8,20,5,12,8,7,7
0,12,12,17,7,4,11,7,15,11,13,23,45,38,56,40,35,49,10,13,8,4,8,12,7,19,33,3,7,8,15,31,10,4,7,16,9,22,12,19,16,8,15,18,11,19,21,21,22,25,18,32,25,45,20,23,23,19,10,6,8,17,12,14,13,20,12,11,20,20,3,8,7,6,5,3,2,4,13,10,7,2,0,2,4,7,4,10,5,7,6,12,11,7,8,1,8,4,5,4,6,4,7,9,5,5,3,7,4,2,9,10,4,5,3,5,6,7,16,18,4,12,7,4,8,6,4,3,0,2,4,5,0,6,2,4,4,4,5,10,3,9,7,8,5,3,7
6,10,9,11,9,2,2,0,2,7,7,9,38,32,40,31,42,41,9,14,6,6,7,11,18,23,3,0,8,5,5,9,2,4,1,6,3,5,11,20,15,10,10,10,7,7,7,11,7,4,7,18,13,43,11,16,17,16,2,5,3,12,8,6,7,16,7,10,13,6,5,8,4,2,4,1,4,5,14,8,3,1,2,3,1,7,2,8,2,4,5,5,7,3,6,1,4,2,4,5,4,3,3,5,5,5,2,8,5,5,5,3,5,10,1,3,6,3,6,2,3,7,3,3,1,5,3,0,5,2,3,9,1,6,2,1,2,3,7,6,7,7,3,10,10,3,7
3,6,5,8,17,17,8,4,20,13,9,16,61,41,46,38,8,42,4,15,27,10,4,3,5,37,23,10,2,15,26,13,10,13,6,3,17,11,12,15,7,11,20,14,17,14,18,9,10,6,11,10,19,17,10,17,16,15,8,8,9,12,19,11,18,26,20,7,17,12,6,6,10,10,3,7,3,5,15,5,15,9,6,4,10,10,5,1,4,0,12,19,13,8,12,8,6,0,11,10,7,8,3,6,16,10,5,8,6,6,7,6,6,4,8,7,11,9,6,13,9,6,8,7,5,7,7,4,6,2,3,9,8,5,1,7,0,6,11,11,1,6,3,6,2,8,7
2,0,2,2,3,3,3,0,8,4,0,12,46,30,41,35,8,76,14,7,18,9,12,1,4,18,16,5,5,8,10,7,4,2,3,3,5,7,4,3,1,1,11,6,8,4,2,7,1,4,2,11,10,21,7,15,18,13,5,2,6,8,20,9,14,13,7,7,8,12,7,8,12,8,4,5,2,3,14,5,13,10,4,2,4,5,3,5,2,0,4,10,1,1,1,2,4,1,3,6,2,2,5,5,9,5,6,5,3,5,2,3,4,1,4,7,5,7,2,8,4,12,3,2,1,8,4,1,7,5,4,9,7,3,3,6,1,3,13,5,4,7,4,2,1,6,7
0,5,7,7,6,13,10,8,5,10,12,13,43,36,45,35,4,5,3,13,19,13,21,12,13,8,7,4,3,4,4,9,0,7,8,4,7,7,10,5,6,9,12,12,6,9,4,4,6,3,2,7,8,4,4,12,8,19,3,4,8,11,14,11,11,19,16,11,17,18,10,2,6,4,7,3,6,10,6,5,4,10,4,8,3,10,8,11,9,11,11,11,6,9,4,6,12,7,4,7,10,6,4,10,8,6,0,6,7,8,18,12,9,8,11,23,18,13,9,10,7,8,5,7,6,3,12,4,10,1,5,7,6,9,6,8,7,16,5,6,4,5,4,7,18,8,8
0,10,13,4,3,8,7,3,7,11,8,13,39,34,42,29,7,3,5,15,19,5,5,9,10,31,3,1,6,3,2,9,2,10,1,4,2,2,7,6,6,9,5,9,10,7,4,3,2,7,4,2,6,6,3,13,7,8,3,12,2,6,8,3,10,14,8,2,10,7,8,4,3,4,2,4,4,6,6,4,1,3,6,8,5,12,6,4,7,9,9,12,6,5,4,7,8,5,6,10,8,6,5,8,7,6,1,7,4,2,4,8,6,9,5,4,6,7,10,2,4,3,0,3,3,2,4,1,5,1,1,9,2,6,1,3,3,15,1,2,12,4,7,12,8,5,8
1,9,8,8,5,4,9,8,7,11,6,18,45,37,44,29,18,16,6,8,4,7,6,10,14,30,42,4,3,11,8,15,3,0,6,8,8,13,9,8,8,3,12,16,5,13,10,7,9,3,10,4,6,11,7,10,17,19,2,5,5,11,6,11,12,14,12,9,18,10,5,9,4,4,3,5,0,5,14,8,5,1,1,1,3,4,4,6,3,3,11,9,5,4,4,2,7,0,7,5,7,4,5,7,5,4,2,6,1,6,9,8,5,4,4,6,7,5,9,9,3,9,8,2,1,3,5,0,2,2,5,7,2,5,6,6,0,2,8,7,2,9,8,5,6,5,8
2,9,29,5,5,8,11,5,2,7,17,12,43,31,41,32,6,4,6,13,4,4,6,9,16,5,6,8,5,3,10,5,11,6,2,4,8,8,11,11,6,15,9,12,11,18,15,5,4,15,17,19,14,14,17,25,25,19,6,12,10,12,17,14,13,19,15,12,24,20,13,12,6,5,10,1,5,4,10,10,11,7,3,5,0,5,3,9,2,9,17,26,15,14,11,8,10,5,6,6,6,8,9,13,5,10,8,8,6,15,7,12,11,8,7,7,10,11,11,17,10,13,15,10,6,9,5,4,6,5,12,11,6,6,6,4,6,4,7,6,5,11,2,6,5,6,8
1,5,4,1,7,0,10,5,7,5,10,14,43,40,42,32,14,19,6,13,9,9,12,9,9,17,11,12,9,8,5,10,3,6,5,4,7,4,3,6,5,2,11,9,4,7,5,7,5,5,5,8,6,6,4,9,14,12,4,2,6,9,6,6,16,23,13,8,19,12,6,8,5,4,6,2,2,7,14,12,13,8,1,5,8,3,4,4,3,3,6,13,8,1,7,3,6,0,1,4,6,2,4,8,3,4,2,5,0,3,6,3,6,1,3,2,7,6,5,12,1,10,3,4,0,5,5,6,7,6,5,6,6,3,5,7,1,6,11,4,5,4,1,5,1,3,8
1,1,1,4,3,0,2,7,1,3,7,6,45,31,44,32,23,19,11,12,42,36,24,16,10,6,2,10,4,7,5,7,7,6,6,4,1,7,6,3,12,13,16,12,6,19,22,22,24,23,21,19,24,12,15,22,24,24,6,8,10,13,10,9,10,11,15,13,9,12,5,5,4,4,3,1,3,4,3,5,2,2,7,4,5,5,3,3,2,5,6,9,4,4,6,1,6,3,1,5,5,6,3,2,8,1,1,4,11,3,3,5,3,2,5,6,1,7,6,2,2,0,2,0,2,1,2,2,4,3,0,1,4,2,2,1,0,2,4,5,5,7,0,3,0,1,8
0,1,1,4,2,0,2,4,5,6,6,5,48,31,46,36,17,20,12,3,14,7,11,6,13,18,6,2,1,4,7,4,1,5,8,1,2,8,3,4,10,4,8,8,3,3,13,7,12,3,13,9,14,8,3,9,15,18,2,7,5,6,5,9,12,7,10,7,7,4,3,2,4,3,5,1,1,5,2,3,5,3,8,4,4,5,4,1,1,1,4,3,3,3,1,1,2,4,2,5,5,5,0,2,6,2,7,2,6,2,5,4,4,1,4,5,4,6,1,2,2,2,2,1,1,2,5,0,0,4,0,2,3,1,2,1,0,2,1,1,0,3,3,3,0,3,8
1,1,4,6,1,2,1,4,0,4,9,6,45,29,42,37,25,12,10,6,13,10,15,7,10,5,5,3,3,5,3,7,1,2,4,1,3,4,3,2,5,4,15,14,4,14,20,17,21,24,19,17,19,17,17,21,22,25,5,10,7,12,6,5,4,11,10,11,9,13,7,4,3,5,4,1,1,3,7,3,2,1,0,3,1,4,2,1,1,3,2,7,4,2,4,3,7,1,1,3,5,2,2,1,2,0,3,1,8,2,2,3,3,2,6,5,1,8,6,4,5,1,1,0,0,1,2,0,0,2,0,1,3,0,2,1,0,1,1,3,1,2,1,2,0,2,8
0,7,5,2,3,1,7,8,18,5,7,7,48,31,49,35,26,25,7,21,24,19,25,11,18,23,16,11,5,4,10,7,0,9,2,5,4,8,6,4,3,6,17,7,3,4,8,11,6,7,4,10,13,7,5,5,17,17,8,7,7,16,6,17,28,28,16,17,12,10,10,5,5,5,5,3,4,3,4,13,8,5,15,16,11,7,6,5,2,1,5,15,2,6,3,3,6,1,6,5,1,5,1,5,4,14,8,8,9,2,5,9,13,6,4,5,5,3,5,6,5,3,1,1,3,4,3,3,4,7,2,5,4,2,1,2,3,7,12,10,10,5,5,3,1,4,8
4,6,6,9,3,4,4,4,7,9,3,17,50,50,43,38,17,16,11,10,12,6,5,7,14,4,1,3,1,11,21,4,9,21,23,2,8,10,7,11,11,4,10,10,7,20,11,14,9,8,15,6,17,15,10,21,27,17,1,8,18,29,13,7,10,14,17,8,13,11,8,6,7,6,8,2,6,1,7,4,2,2,2,2,9,17,6,2,2,10,9,11,5,9,6,1,2,4,9,8,8,4,4,7,1,3,2,3,9,5,29,16,3,10,25,5,6,11,13,10,12,23,20,9,3,5,5,1,3,3,0,7,2,12,33,9,1,4,20,26,7,3,1,10,1,2,8
6,14,13,13,3,9,2,5,3,9,17,47,46,45,46,40,28,12,12,4,8,6,5,6,6,23,1,0,5,6,10,3,7,3,16,2,6,6,26,16,16,15,11,14,11,11,13,18,6,11,9,4,9,10,9,12,18,18,4,10,5,11,9,2,7,13,10,9,12,11,12,8,4,3,3,2,1,2,4,1,2,1,1,5,5,7,3,1,2,3,8,7,11,9,16,3,5,6,8,8,5,4,5,9,0,0,4,4,3,3,2,4,5,5,3,3,8,5,15,14,8,9,7,2,1,2,3,1,2,0,1,3,1,1,0,4,1,8,3,4,8,1,5,11,2,6,8
3,8,6,5,2,4,4,2,2,11,12,47,39,32,45,31,7,9,6,7,12,5,5,6,7,3,3,3,0,3,4,8,5,7,14,5,12,9,31,6,6,8,7,8,6,9,2,4,3,18,12,20,15,13,16,22,22,19,3,9,15,15,13,11,6,11,11,10,10,10,3,5,4,6,5,1,3,1,2,1,4,1,0,2,3,8,6,1,0,2,2,9,3,6,6,5,3,1,0,0,3,6,3,10,0,2,5,3,4,4,3,7,0,2,5,1,3,7,3,5,4,6,9,1,3,1,5,1,1,0,0,4,1,5,2,4,1,0,1,2,5,1,2,2,0,1,8
1,6,9,1,8,1,4,10,20,23,21,21,49,43,42,34,22,20,10,6,14,8,15,5,8,11,1,7,0,9,11,4,4,7,26,3,9,6,6,4,6,5,8,9,9,5,6,6,2,2,4,8,5,3,2,9,13,13,3,7,21,21,7,3,4,10,13,16,21,24,3,7,8,6,21,2,3,2,4,4,3,2,1,3,6,16,5,1,0,2,1,7,1,2,1,0,2,1,0,3,3,2,1,4,0,1,2,2,5,4,10,17,8,15,22,13,5,17,4,15,11,35,9,9,2,5,2,1,2,0,0,4,2,10,19,7,1,3,5,7,11,1,3,2,1,0,8
2,1,0,3,3,1,5,2,6,1,2,8,47,36,43,31,4,6,2,2,14,4,5,2,0,9,2,3,4,4,5,0,0,1,1,1,5,3,0,2,4,3,5,7,6,5,2,2,3,18,14,21,19,22,15,30,23,15,4,5,8,12,9,11,4,11,9,10,11,12,3,7,6,3,3,1,2,0,4,1,3,5,1,2,1,10,2,6,2,5,3,9,4,6,2,2,4,1,5,6,4,9,6,3,4,4,3,3,3,4,3,7,1,1,3,4,8,6,6,6,4,5,4,4,3,9,4,0,4,4,8,12,3,5,3,4,3,2,4,2,6,4,1,5,2,5,8
0,5,8,5,6,1,0,1,4,9,1,7,16,16,4,10,14,5,2,1,8,3,3,5,0,0,0,3,1,11,22,4,1,1,18,4,2,0,11,5,3,2,1,3,2,3,4,1,1,2,0,4,2,1,0,6,0,0,2,6,24,33,8,6,4,6,16,4,3,9,0,3,7,3,4,1,2,0,5,0,0,1,0,1,3,5,0,2,0,0,0,4,2,1,4,1,1,1,0,1,0,0,0,0,0,0,1,2,2,1,2,3,5,6,33,8,2,12,8,8,4,7,8,13,1,1,0,0,0,0,0,1,2,11,32,6,0,2,0,1,0,2,0,1,0,0,9
1,6,4,1,3,2,2,5,20,23,16,5,14,10,3,5,7,9,1,9,18,9,9,4,10,3,3,4,0,5,4,8,6,6,31,13,16,6,37,7,8,8,10,5,9,20,2,10,9,16,11,12,13,10,2,5,2,4,2,10,16,30,10,11,4,1,10,12,12,27,2,3,4,11,21,2,2,1,2,3,0,1,0,1,6,4,3,0,0,3,4,7,2,2,1,2,2,1,1,2,2,0,2,5,0,1,3,1,4,0,3,9,7,14,14,3,7,16,3,10,5,12,4,2,2,0,1,0,1,0,0,1,1,0,0,0,0,1,1,3,2,1,0,2,0,0,9
0,0,2,1,0,1,4,11,31,31,23,9,15,15,8,10,11,9,6,9,17,14,13,3,7,2,3,1,0,3,1,4,4,2,10,4,6,3,11,6,8,1,6,4,3,8,1,6,2,2,3,5,7,4,2,1,0,1,1,2,1,1,3,5,2,1,16,9,18,35,5,1,0,13,35,5,0,1,2,0,0,1,0,1,1,2,0,1,0,3,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,2,5,11,19,30,1,6,21,4,12,1,11,8,5,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,4,1,0,1,0,0,9
3,8,7,37,57,25,14,1,3,4,5,8,6,17,11,12,7,4,7,6,8,3,4,3,4,5,2,0,1,4,2,1,2,5,6,3,5,4,10,7,5,10,7,5,9,11,6,8,2,1,3,7,3,4,1,2,2,3,0,0,3,3,3,1,4,6,8,4,4,11,10,1,1,1,0,1,1,0,2,1,2,0,0,2,3,18,7,6,4,21,34,16,15,20,20,3,4,2,2,5,6,1,0,2,0,3,2,7,4,1,2,4,2,7,4,3,6,4,7,18,9,6,7,3,1,0,2,2,0,1,0,2,2,4,3,1,1,3,3,7,2,0,3,8,0,4,10
2,6,5,22,32,11,11,3,4,7,5,9,5,9,6,6,7,10,2,4,7,5,4,2,3,2,1,0,1,1,6,5,2,16,22,11,11,1,7,10,7,4,8,10,7,6,7,3,4,7,6,6,5,5,1,9,8,3,4,4,2,6,0,3,3,2,2,4,6,5,6,1,1,0,4,1,1,0,8,1,0,0,0,0,1,10,4,4,3,16,24,12,9,11,7,3,6,4,4,9,10,0,2,3,0,2,5,11,16,3,17,6,0,6,3,3,5,8,23,11,5,11,3,3,2,1,2,0,1,0,0,4,1,6,5,1,2,6,20,20,0,0,1,5,1,2,10
1,7,9,10,4,7,2,2,5,5,2,5,7,6,9,10,7,3,4,10,17,5,4,6,6,5,1,0,1,2,1,1,0,4,3,3,0,2,5,9,3,4,8,5,7,6,0,3,4,6,6,4,3,2,5,3,2,6,2,2,1,4,5,6,3,7,4,3,9,9,2,3,2,0,1,1,2,1,3,2,0,2,3,3,1,7,3,3,5,1,6,11,5,3,6,2,1,0,0,2,7,0,1,3,2,2,0,3,6,1,4,1,0,2,5,17,8,3,12,4,4,3,2,2,2,0,2,2,4,0,4,2,0,4,2,1,4,1,2,2,2,0,6,11,23,9,11
0,4,0,0,3,5,1,0,0,4,3,0,2,4,1,7,13,14,10,2,18,1,3,4,0,6,1,1,3,7,5,3,3,7,3,3,1,7,6,2,3,5,5,2,7,5,3,8,3,6,1,10,2,8,4,9,4,1,5,3,3,3,5,7,8,4,7,4,11,5,5,1,6,2,7,1,7,4,4,1,3,5,2,1,5,3,3,1,0,3,3,1,3,4,3,2,2,2,4,6,4,4,6,5,1,2,0,7,3,8,7,5,7,7,2,0,2,5,7,2,4,5,2,4,1,2,2,0,5,1,6,3,4,0,5,0,1,2,0,2,1,1,2,7,1,2,11
4,4,11,6,3,9,2,2,2,7,2,3,4,11,5,8,4,4,4,17,5,2,10,4,6,1,2,2,5,1,1,1,0,7,6,3,4,5,2,8,4,4,6,7,6,5,4,1,1,8,5,6,12,3,2,4,2,7,5,2,0,7,3,6,5,10,5,5,6,8,3,2,0,1,4,2,1,5,5,7,0,3,3,4,0,4,9,5,9,6,8,12,5,3,9,0,6,2,4,2,4,1,6,8,3,4,1,2,3,1,0,5,4,1,1,21,14,5,17,4,7,2,3,4,2,2,6,0,2,0,1,3,0,2,2,9,3,3,4,1,1,1,9,10,23,8,11
0,5,23,3,5,7,5,8,5,7,6,10,13,8,9,7,7,7,3,6,8,4,13,9,11,5,2,3,7,4,4,7,1,6,0,0,6,9,5,5,3,3,0,9,5,6,1,1,1,5,3,3,4,8,3,3,3,12,4,8,7,7,6,7,10,11,6,4,8,11,4,9,6,3,5,3,2,6,8,6,5,5,2,5,2,9,3,9,4,5,12,11,5,6,7,5,0,5,4,8,3,6,2,3,5,5,3,13,10,5,2,5,11,5,8,12,16,9,10,5,6,4,3,6,3,4,5,2,3,1,0,4,0,5,2,10,5,8,3,5,3,0,6,3,7,6,11
4,9,11,6,4,10,3,6,5,4,4,5,4,5,2,5,12,13,5,4,6,3,6,8,5,7,5,4,4,6,5,3,2,3,5,3,3,3,6,4,5,3,7,12,9,9,6,6,6,5,9,6,4,9,5,9,8,6,6,6,7,3,1,4,4,9,3,2,11,1,5,2,2,7,6,2,2,4,5,5,7,3,9,4,7,5,4,1,3,4,5,3,0,7,5,3,3,2,5,2,2,7,3,5,2,3,1,4,2,4,2,1,4,6,3,6,3,2,10,0,1,2,2,1,2,2,1,0,2,2,4,2,0,2,1,1,1,1,1,1,1,1,1,2,2,1,11
1,5,4,3,2,3,4,4,2,5,5,2,6,7,6,5,15,17,11,8,7,2,9,6,18,8,4,1,4,2,4,3,7,8,2,2,4,3,1,1,4,0,11,13,11,8,16,6,7,7,1,9,3,6,6,12,4,4,7,10,7,12,7,5,6,6,12,12,16,5,9,2,10,4,7,2,1,3,7,11,10,2,4,4,7,8,3,4,3,5,4,6,0,4,5,6,5,4,3,3,3,1,8,8,1,5,2,3,4,4,3,6,1,4,4,2,2,9,20,5,1,4,1,1,2,4,3,2,5,2,6,7,2,0,2,1,2,1,1,2,4,1,2,3,1,3,11
2,6,8,2,4,13,3,5,5,8,12,4,5,5,3,3,7,5,1,2,1,9,14,7,4,6,6,7,7,7,7,4,3,6,2,6,20,9,5,5,10,11,7,18,9,5,7,5,4,4,0,2,3,4,3,5,5,21,19,8,7,15,6,21,12,1,6,6,3,6,12,4,7,3,6,2,1,2,3,1,5,2,7,0,8,4,2,5,7,15,15,8,4,11,8,4,0,5,2,4,3,2,2,2,4,8,2,2,1,1,0,2,5,0,6,2,5,9,10,13,2,0,1,0,1,1,3,1,4,2,4,1,1,0,0,1,1,0,1,1,4,5,4,1,1,1,11
